Date,shares,TotalM,Open,High,Low,Close,Diff,Count
2014/11/25,7139000,136165880,18.96,19.15,18.96,19.06,-0.09,537
2014/11/26,5292000,99502460,19.04,19.04,18.63,18.67,-0.39,271
2014/11/27,3868000,71158900,18.50,18.50,18.30,18.39,-0.28,227
2014/11/28,11106000,202241360,18.32,18.36,17.80,17.90,-0.49,480
2014/12/01,4633000,80724830,17.75,17.75,17.28,17.43,-0.47,357
2014/12/02,4071000,71103680,17.66,17.75,17.00,17.17,-0.26,360
2014/12/03,10414000,170899400,16.91,16.97,16.04,16.72,-0.45,842
2014/12/04,8683000,141491740,16.08,16.58,15.98,15.98,-0.74,714
2014/12/05,16101000,249961490,15.64,15.95,15.05,15.44,-0.54,1877
2014/12/08,10496000,159955980,15.50,15.69,14.98,15.05,-0.39,1209
2014/12/09,18905000,278771830,14.80,15.16,14.31,14.47,-0.58,1788
2014/12/10,21683015,337396293,15.47,15.95,15.23,15.59,1.12,2273
2014/12/11,15307100,234033045,15.28,15.57,15.04,15.47,-0.12,1518
2014/12/12,10450000,159963950,15.23,15.46,15.08,15.43,-0.04,1086
2014/12/15,4150000,64750730,15.59,15.73,15.49,15.55,0.12,602
2014/12/16,6334000,96153160,15.44,15.49,14.92,15.18,-0.37,942
2014/12/17,13923000,201654080,14.84,14.84,14.19,14.36,-0.82,1790
2014/12/18,8864000,124046650,14.15,14.19,13.83,14.00,-0.36,1113
2014/12/19,10420000,146472810,13.80,14.33,13.80,14.19,0.19,1107
2014/12/22,16854000,230048330,13.85,13.91,13.43,13.47,-0.72,2024
2014/12/23,14306000,195979130,13.60,13.91,13.50,13.54,0.07,1819
2014/12/24,19281000,275625160,14.10,14.68,13.99,14.61,1.07,2438
2014/12/25,6603400,94947328,14.79,14.79,14.21,14.37,-0.24,1089
2014/12/26,14686000,204479900,14.05,14.10,13.71,13.77,-0.60,1785
2014/12/29,12873000,170300450,13.43,13.43,13.07,13.27,-0.15,1678
2014/12/30,14756000,196767670,13.42,13.47,13.20,13.30,0.03,1937
2014/12/31,13857000,181996000,13.29,13.32,12.98,13.00,-0.30,1669
2015/01/05,25111350,317236060,12.85,12.85,12.45,12.49,-0.51,2664
2015/01/06,41689000,526336670,12.61,12.80,12.39,12.62,0.13,3496
2015/01/07,12871000,162438200,12.70,12.70,12.54,12.65,0.03,1643
2015/01/08,23232350,298228339,12.58,13.01,12.46,12.95,0.30,2469
2015/01/09,16691000,216490990,13.00,13.09,12.80,12.80,-0.15,1585
2015/01/12,21547000,282598850,13.06,13.31,12.86,13.30,0.50,2833
2015/01/13,14637000,191857490,13.17,13.21,12.99,13.16,-0.14,1252
2015/01/14,12120000,158346250,13.16,13.16,12.96,13.10,-0.06,970
2015/01/15,13973535,183090551,13.20,13.23,12.98,12.99,-0.11,1128
2015/01/16,21757000,274334270,12.65,12.70,12.52,12.60,-0.39,1578
2015/01/19,28184215,379551620,12.98,13.90,12.90,13.87,1.27,3517
2015/01/20,21008400,285461350,14.10,14.10,13.33,13.60,-0.27,2415
2015/01/21,17540000,233497930,13.47,13.58,13.05,13.08,-0.52,1818
2015/01/22,19156000,246678880,12.88,13.04,12.75,12.91,-0.17,1773
2015/01/23,20174000,255571860,12.81,12.81,12.52,12.61,-0.30,1965
2015/01/26,12627000,159998720,12.70,12.81,12.54,12.70,0.09,1308
2015/01/27,14483000,185693590,12.60,13.10,12.55,13.03,0.33,1525
2015/01/28,9950000,128879880,12.94,13.07,12.81,12.82,-0.21,970
2015/01/29,21623000,287478810,12.98,13.43,12.98,13.30,0.48,1838
2015/01/30,18846000,252212500,13.31,13.55,13.16,13.44,0.14,1453
2015/02/02,18921000,260895530,13.70,13.93,13.64,13.73,0.29,1796
