Date,Open,Buy,Sell,Total
2007/04/23,0,885000,-165000,720000
2007/04/24,0,175000,0,175000
2007/04/25,0,842000,-18000,824000
2007/04/26,0,710000,-24000,686000
2007/04/27,0,665000,-278000,387000
2007/04/30,0,598000,-158000,440000
2007/05/01,0,0,0,0
2007/05/02,0,269000,-144000,125000
2007/05/03,0,276000,-118000,158000
2007/05/04,0,974000,-243755,730245
2007/05/07,0,1749000,-809000,940000
2007/05/08,0,1175000,-361000,814000
2007/05/09,0,856000,-261000,595000
2007/05/10,0,1849000,-913800,935200
2007/05/11,0,1201000,-795000,406000
2007/05/14,0,439000,-521000,-82000
2007/05/15,0,452000,-947000,-495000
2007/05/16,0,130000,-590000,-460000
2007/05/17,0,520000,-496000,24000
2007/05/18,0,2035000,-1486000,549000
2007/05/21,0,429000,-721000,-292000
2007/05/22,0,1589000,-2459000,-870000
2007/05/23,0,795000,-1490000,-695000
2007/05/24,0,642000,-1949000,-1307000
2007/05/25,0,684000,-287000,397000
2007/05/28,0,1135000,-905000,230000
2007/05/29,0,729000,-641000,88000
2007/05/30,0,295000,-1021000,-726000
2007/05/31,0,486000,-640000,-154000
2007/06/01,0,285000,-1110000,-825000
2007/06/04,0,1547000,-1064208,482792
2007/06/05,0,1549000,-926000,623000
2007/06/06,0,1050000,-542000,508000
2007/06/07,0,1147000,-273000,874000
2007/06/08,0,1474000,-450000,1024000
2007/06/11,0,1890000,-1734000,156000
2007/06/12,0,0,0,0
2007/06/13,0,0,0,0
2007/06/14,0,0,0,0
2007/06/15,0,0,0,0
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,0,0,0
2007/06/21,0,0,0,0
2007/06/22,0,0,0,0
2007/06/25,0,0,-832500,-832500
2007/06/26,0,465000,-317000,148000
2007/06/27,0,718000,-606000,112000
2007/06/28,0,325000,-779000,-454000
2007/06/29,0,96000,-507000,-411000
2007/07/02,0,119500,-507500,-388000
2007/07/03,0,681000,-378000,303000
2007/07/04,0,519000,-931000,-412000
2007/07/05,0,153000,-1497000,-1344000
2007/07/06,0,139000,-319500,-180500
2007/07/09,0,203000,-327000,-124000
2007/07/10,0,38000,-159000,-121000
2007/07/11,0,117000,-132000,-15000
2007/07/12,0,347000,-499000,-152000
2007/07/13,0,537000,-254000,283000
2007/07/16,0,594000,-704000,-110000
2007/07/17,0,465000,-244500,220500
2007/07/18,0,325000,-232000,93000
2007/07/19,0,777000,-276000,501000
2007/07/20,0,1294000,-287000,1007000
2007/07/23,0,571000,-1185000,-614000
2007/07/24,0,223000,-672000,-449000
2007/07/25,0,381000,-430000,-49000
2007/07/26,0,469000,-599000,-130000
2007/07/27,0,388000,-875000,-487000
2007/07/30,0,394000,-229000,165000
2007/07/31,0,162000,-452000,-290000
2007/08/01,0,289000,-425000,-136000
2007/08/02,0,539000,-692000,-153000
2007/08/03,0,562000,-728000,-166000
2007/08/06,0,384000,-278000,106000
2007/08/07,0,361000,-846000,-485000
2007/08/08,0,62000,-478500,-416500
2007/08/09,0,1080000,-368328,711672
2007/08/10,0,399000,-127000,272000
2007/08/13,0,24000,-177000,-153000
2007/08/14,0,172000,-395000,-223000
2007/08/15,0,201000,-669000,-468000
2007/08/16,0,209000,-667000,-458000
2007/08/17,0,510000,-481000,29000
2007/08/20,0,656000,-169000,487000
2007/08/21,0,605000,-511000,94000
2007/08/22,0,976000,-1071000,-95000
2007/08/23,0,411000,-612000,-201000
2007/08/24,0,159000,-193000,-34000
2007/08/27,0,178000,-256000,-78000
2007/08/28,0,398000,-269000,129000
2007/08/29,0,649000,-25000,624000
2007/08/30,0,305000,-202000,103000
2007/08/31,0,447000,-85000,362000
2007/09/03,0,1043000,-762000,281000
2007/09/04,0,238000,-224000,14000
2007/09/05,0,347000,-903000,-556000
2007/09/06,0,105000,-172000,-67000
2007/09/07,0,582250,-265000,317250
2007/09/10,0,307000,-163000,144000
2007/09/11,0,188000,-87000,101000
2007/09/12,0,478000,-227000,251000
2007/09/13,0,99000,-138000,-39000
2007/09/14,0,56000,-198000,-142000
2007/09/17,0,208000,-575000,-367000
2007/09/18,0,0,0,0
2007/09/19,0,271000,-1024000,-753000
2007/09/20,0,927000,-521000,406000
2007/09/21,0,251000,-168000,83000
2007/09/24,0,0,0,0
2007/09/25,0,0,0,0
2007/09/26,0,280000,-15000,265000
2007/09/27,0,856000,-250000,606000
2007/09/28,0,364000,-8000,356000
2007/10/01,0,428000,-1074000,-646000
2007/10/02,0,361000,-501000,-140000
2007/10/03,0,242000,-966000,-724000
2007/10/04,0,672000,-159000,513000
2007/10/05,0,86000,-247500,-161500
2007/10/08,0,168450,-503000,-334550
2007/10/09,0,433000,-1339350,-906350
2007/10/10,0,0,0,0
2007/10/11,0,175000,-162123,12877
2007/10/12,0,306000,-118500,187500
2007/10/15,0,32000,-238000,-206000
2007/10/16,0,398000,-212000,186000
2007/10/17,0,521000,-151000,370000
2007/10/18,0,1096000,-82000,1014000
2007/10/19,0,75000,-395000,-320000
2007/10/22,0,68000,-525000,-457000
2007/10/23,0,76000,-711000,-635000
2007/10/24,0,438000,-402000,36000
2007/10/25,0,43000,-112000,-69000
2007/10/26,0,49000,-190000,-141000
2007/10/29,0,120100,-150000,-29900
2007/10/30,0,66000,-204000,-138000
2007/10/31,0,207000,-666000,-459000
2007/11/01,0,259000,-230000,29000
2007/11/02,0,125020,-471000,-345980
2007/11/05,0,252000,-743000,-491000
2007/11/06,0,60000,-195000,-135000
2007/11/07,0,93000,-27000,66000
2007/11/08,0,434000,-394000,40000
2007/11/09,0,201000,-382000,-181000
2007/11/12,0,274000,-155000,119000
2007/11/13,0,939000,-272000,667000
2007/11/14,0,1448000,-774000,674000
2007/11/15,0,114000,-174600,-60600
2007/11/16,0,336000,-352000,-16000
2007/11/19,0,29000,-22000,7000
2007/11/20,0,19000,-258000,-239000
2007/11/21,0,97000,-348168,-251168
2007/11/22,0,422000,-252000,170000
2007/11/23,0,341000,-232000,109000
2007/11/26,0,185000,-158100,26900
2007/11/27,0,59000,-191000,-132000
2007/11/28,0,147000,-58000,89000
2007/11/29,0,35000,-904000,-869000
2007/11/30,0,53000,-7000,46000
2007/12/03,0,277000,-549000,-272000
2007/12/04,0,247000,-49000,198000
2007/12/05,0,110000,-220000,-110000
2007/12/06,0,486000,-498000,-12000
2007/12/07,0,234000,-214000,20000
2007/12/10,0,221000,-116000,105000
2007/12/11,0,231000,-313000,-82000
2007/12/12,0,340000,-250000,90000
2007/12/13,0,445000,-160000,285000
2007/12/14,0,61000,-390000,-329000
2007/12/17,0,216000,-765000,-549000
2007/12/18,0,267000,-379000,-112000
2007/12/19,0,427000,-578470,-151470
2007/12/20,0,379000,-285000,94000
2007/12/21,0,623000,-449000,174000
2007/12/24,0,26000,-238000,-212000
2007/12/25,0,582000,-400000,182000
2007/12/26,0,88000,-449000,-361000
2007/12/27,0,182000,-316000,-134000
2007/12/28,0,44000,-275000,-231000
2007/12/31,0,76000,-267000,-191000
2008/01/01,0,0,0,0
2008/01/02,0,380000,-51000,329000
2008/01/03,0,21500,-19000,2500
2008/01/04,0,33000,-344000,-311000
2008/01/07,0,0,0,0
2008/01/08,0,197000,-557050,-360050
2008/01/09,0,221000,-136000,85000
2008/01/10,0,44000,-220000,-176000
2008/01/11,0,301000,-55000,246000
2008/01/14,0,143000,-102600,40400
2008/01/15,0,312000,-101000,211000
2008/01/16,0,60000,-74000,-14000
2008/01/17,0,141000,-180100,-39100
2008/01/18,0,108000,-28000,80000
2008/01/21,0,516000,-73000,443000
2008/01/22,0,108000,-147000,-39000
2008/01/23,0,166000,-260000,-94000
2008/01/24,0,322000,-240000,82000
2008/01/25,0,170000,-310000,-140000
2008/01/28,0,304000,-258000,46000
2008/01/29,0,126000,-119000,7000
2008/01/30,0,262000,-154000,108000
2008/01/31,0,40000,-147000,-107000
2008/02/01,0,26000,-65000,-39000
2008/02/04,0,0,0,0
2008/02/05,0,0,0,0
2008/02/06,0,0,0,0
2008/02/07,0,0,0,0
2008/02/08,0,0,0,0
2008/02/11,0,0,0,0
2008/02/12,0,121000,-45000,76000
2008/02/13,0,248000,-348000,-100000
2008/02/14,0,185000,-16000,169000
2008/02/15,0,764000,-152765,611235
2008/02/18,0,115000,-198000,-83000
2008/02/19,0,275000,-378000,-103000
2008/02/20,0,55000,-61072,-6072
2008/02/21,0,657000,-135000,522000
2008/02/22,0,150000,-396000,-246000
2008/02/25,0,103000,-215900,-112900
2008/02/26,0,295000,-51940,243060
2008/02/27,0,479000,-86960,392040
2008/02/28,0,0,0,0
2008/02/29,0,151000,-281000,-130000
2008/03/03,0,93000,-314470,-221470
2008/03/04,0,56000,-230000,-174000
2008/03/05,0,145000,-353000,-208000
2008/03/06,0,883000,-122940,760060
2008/03/07,0,695000,-238000,457000
2008/03/10,0,89000,-284000,-195000
2008/03/11,0,204000,-405000,-201000
2008/03/12,0,536000,-425610,110390
2008/03/13,0,92000,-459742,-367742
2008/03/14,0,104000,-712725,-608725
2008/03/17,0,15000,-145000,-130000
2008/03/18,0,128000,-119000,9000
2008/03/19,0,154000,-94000,60000
2008/03/20,0,72000,-66000,6000
2008/03/21,0,107000,-114000,-7000
2008/03/24,0,39000,-42000,-3000
2008/03/25,0,438000,-7000,431000
2008/03/26,0,128000,-138000,-10000
2008/03/27,0,116000,-174000,-58000
2008/03/28,0,92000,-60076,31924
2008/03/31,0,28000,-19084,8916
2008/04/01,0,27000,-91000,-64000
2008/04/02,0,1111000,-339000,772000
2008/04/03,0,1053000,-101000,952000
2008/04/04,0,0,0,0
2008/04/07,0,252000,-430000,-178000
2008/04/08,0,452000,-256000,196000
2008/04/09,0,115000,-151000,-36000
2008/04/10,0,450000,-1031000,-581000
2008/04/11,0,0,0,0
