Date,Open,Buy,Sell,Total
2007/04/23,0,519000,-88000,431000
2007/04/24,0,10000,-51000,-41000
2007/04/25,0,3000,-44000,-41000
2007/04/26,0,20000,-51000,-31000
2007/04/27,0,31000,-851000,-820000
2007/04/30,0,11000,-133000,-122000
2007/05/01,0,0,0,0
2007/05/02,0,2000,-160000,-158000
2007/05/03,0,100000,-256000,-156000
2007/05/04,0,130000,-100000,30000
2007/05/07,0,133000,-164000,-31000
2007/05/08,0,285000,-69000,216000
2007/05/09,0,1000,-10000,-9000
2007/05/10,0,932000,-495000,437000
2007/05/11,0,114000,-215000,-101000
2007/05/14,0,506000,-31000,475000
2007/05/15,0,19000,-45000,-26000
2007/05/16,0,5000,-209000,-204000
2007/05/17,0,193000,-13000,180000
2007/05/18,0,6000,-21000,-15000
2007/05/21,0,94000,-304000,-210000
2007/05/22,0,205000,-155000,50000
2007/05/23,0,500000,-3013000,-2513000
2007/05/24,0,31000,-135000,-104000
2007/05/25,0,1963000,-358000,1605000
2007/05/28,0,0,-178000,-178000
2007/05/29,0,1000,-273000,-272000
2007/05/30,0,109000,-253000,-144000
2007/05/31,0,336000,-31000,305000
2007/06/01,0,311000,-89000,222000
2007/06/04,0,342000,-282000,60000
2007/06/05,0,158000,-83000,75000
2007/06/06,0,236000,-57000,179000
2007/06/07,0,169000,-161000,8000
2007/06/08,0,365000,-441000,-76000
2007/06/11,0,318000,-622000,-304000
2007/06/12,0,969000,-545000,424000
2007/06/13,0,1048000,-788123,259877
2007/06/14,0,1195000,-44000,1151000
2007/06/15,0,551000,-302000,249000
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,886000,-1757000,-871000
2007/06/21,0,124000,-2585000,-2461000
2007/06/22,0,738000,-328000,410000
2007/06/25,0,342000,-60000,282000
2007/06/26,0,216000,-1215000,-999000
2007/06/27,0,43000,-368000,-325000
2007/06/28,0,106000,-92000,14000
2007/06/29,0,35000,-294000,-259000
2007/07/02,0,322000,-164000,158000
2007/07/03,0,1310000,-55000,1255000
2007/07/04,0,274000,-76000,198000
2007/07/05,0,111000,-37000,74000
2007/07/06,0,1496000,-341000,1155000
2007/07/09,0,44000,-1086000,-1042000
2007/07/10,0,24000,-24000,0
2007/07/11,0,26000,-138000,-112000
2007/07/12,0,479000,-122000,357000
2007/07/13,0,314000,-1320000,-1006000
2007/07/16,0,794000,-673419,120581
2007/07/17,0,323000,-557000,-234000
2007/07/18,0,1009000,-704000,305000
2007/07/19,0,120000,-113000,7000
2007/07/20,0,313000,-157000,156000
2007/07/23,0,436000,-487000,-51000
2007/07/24,0,269000,-827000,-558000
2007/07/25,0,567000,-3000,564000
2007/07/26,0,601000,-182000,419000
2007/07/27,0,256000,-471000,-215000
2007/07/30,0,232000,-988000,-756000
2007/07/31,0,307000,-943000,-636000
2007/08/01,0,10000,-369000,-359000
2007/08/02,0,543000,-138000,405000
2007/08/03,0,106000,-642000,-536000
2007/08/06,0,368000,-302000,66000
2007/08/07,0,680000,-1506000,-826000
2007/08/08,0,47000,-470000,-423000
2007/08/09,0,20000,-663000,-643000
2007/08/10,0,1320000,-140000,1180000
2007/08/13,0,238000,-1051000,-813000
2007/08/14,0,168000,-457000,-289000
2007/08/15,0,252000,-158000,94000
2007/08/16,0,233000,-246000,-13000
2007/08/17,0,269000,-734000,-465000
2007/08/20,0,467000,-238000,229000
2007/08/21,0,1453000,-142000,1311000
2007/08/22,0,208800,-538000,-329200
2007/08/23,0,632000,-346000,286000
2007/08/24,0,517000,-106000,411000
2007/08/27,0,721000,-86000,635000
2007/08/28,0,302000,-50000,252000
2007/08/29,0,32000,-4900,27100
2007/08/30,0,1166800,-557110,609690
2007/08/31,0,1870000,-791000,1079000
2007/09/03,0,296000,-810200,-514200
2007/09/04,0,250000,-782000,-532000
