Date,Open,Buy,Sell,Total
2007/04/23,0,219000,-109000,110000
2007/04/24,0,213000,-56000,157000
2007/04/25,0,381000,-144000,237000
2007/04/26,0,245000,-53000,192000
2007/04/27,0,0,-99000,-99000
2007/04/30,0,112000,-100000,12000
2007/05/01,0,0,0,0
2007/05/02,0,153000,-110000,43000
2007/05/03,0,10000,-196000,-186000
2007/05/04,0,339000,0,339000
2007/05/07,0,161000,-253000,-92000
2007/05/08,0,208000,-96000,112000
2007/05/09,0,1000,-21000,-20000
2007/05/10,0,92000,-602000,-510000
2007/05/11,0,201000,-234000,-33000
2007/05/14,0,0,-70000,-70000
2007/05/15,0,1284000,-69000,1215000
2007/05/16,0,20000,-129000,-109000
2007/05/17,0,312000,-256000,56000
2007/05/18,0,0,-54000,-54000
2007/05/21,0,445000,-15000,430000
2007/05/22,0,78000,-20000,58000
2007/05/23,0,476000,-1702000,-1226000
2007/05/24,0,23000,-164000,-141000
2007/05/25,0,1253000,-64000,1189000
2007/05/28,0,2000,-26000,-24000
2007/05/29,0,143000,-61000,82000
2007/05/30,0,562000,-23000,539000
2007/05/31,0,774000,-29000,745000
2007/06/01,0,150000,0,150000
2007/06/04,0,219000,-296000,-77000
2007/06/05,0,280000,-171000,109000
2007/06/06,0,736000,-407000,329000
2007/06/07,0,901000,-62000,839000
2007/06/08,0,480000,-228000,252000
2007/06/11,0,601000,-86000,515000
2007/06/12,0,1011000,-157000,854000
2007/06/13,0,37000,-35000,2000
2007/06/14,0,433000,-2015000,-1582000
2007/06/15,0,290000,-2234000,-1944000
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,1376000,-2425000,-1049000
2007/06/21,0,1039000,-1400000,-361000
2007/06/22,0,573000,-27000,546000
2007/06/25,0,601000,-5000,596000
2007/06/26,0,869000,-806000,63000
2007/06/27,0,304000,-165000,139000
2007/06/28,0,493000,-661000,-168000
2007/06/29,0,174000,-416000,-242000
2007/07/02,0,94000,-339000,-245000
2007/07/03,0,834000,-336000,498000
2007/07/04,0,506000,-217000,289000
2007/07/05,0,317000,-20000,297000
2007/07/06,0,2230000,-1876000,354000
2007/07/09,0,1416000,-903000,513000
2007/07/10,0,1564000,-468000,1096000
2007/07/11,0,437000,-104874,332126
2007/07/12,0,395000,-871874,-476874
2007/07/13,0,1840000,-300000,1540000
2007/07/16,0,369000,-888315,-519315
2007/07/17,0,1302000,-382000,920000
2007/07/18,0,2006000,-1588000,418000
2007/07/19,0,476000,-1268874,-792874
2007/07/20,0,482000,-842602,-360602
2007/07/23,0,316000,-1459000,-1143000
2007/07/24,0,1061000,-2467000,-1406000
2007/07/25,0,734000,-83000,651000
2007/07/26,0,2246000,-929000,1317000
2007/07/27,0,858000,-2419000,-1561000
2007/07/30,0,343000,-1235000,-892000
2007/07/31,0,326000,-3469000,-3143000
2007/08/01,0,5254000,-1805000,3449000
2007/08/02,0,1504000,-403792,1100208
2007/08/03,0,816000,-3576000,-2760000
2007/08/06,0,21000,-301000,-280000
2007/08/07,0,316000,-769000,-453000
2007/08/08,0,643000,-501000,142000
2007/08/09,0,767000,-484610,282390
2007/08/10,0,332000,-369000,-37000
2007/08/13,0,80000,-707000,-627000
2007/08/14,0,207000,-997000,-790000
2007/08/15,0,1076000,-384000,692000
2007/08/16,0,327000,-1394000,-1067000
2007/08/17,0,440000,-1261000,-821000
2007/08/20,0,243000,-402000,-159000
2007/08/21,0,93000,-90000,3000
2007/08/22,0,618000,-452000,166000
2007/08/23,0,761000,-694000,67000
2007/08/24,0,1531000,-631000,900000
2007/08/27,0,485000,-335000,150000
2007/08/28,0,0,-244000,-244000
2007/08/29,0,504000,-297000,207000
2007/08/30,0,33000,-143000,-110000
2007/08/31,0,243000,-1072000,-829000
2007/09/03,0,1051000,-2307000,-1256000
2007/09/04,0,1231000,-1873000,-642000
2007/09/05,0,224000,-224000,0
2007/09/06,0,1013000,-465000,548000
2007/09/07,0,1014000,-214000,800000
2007/09/10,0,1237000,-33000,1204000
2007/09/11,0,386000,-119000,267000
2007/09/12,0,2408000,-148000,2260000
2007/09/13,0,587000,-93000,494000
2007/09/14,0,317000,-281000,36000
2007/09/17,0,216000,-375000,-159000
2007/09/18,0,0,0,0
2007/09/19,0,824000,-4677000,-3853000
2007/09/20,0,1312000,-579000,733000
2007/09/21,0,2580000,-256000,2324000
2007/09/24,0,0,0,0
2007/09/25,0,0,0,0
2007/09/26,0,1695000,-670000,1025000
2007/09/27,0,2066000,-1951000,115000
2007/09/28,0,280000,-394000,-114000
2007/10/01,0,462000,-318000,144000
2007/10/02,0,1399000,-1839000,-440000
2007/10/03,0,2277000,-2022000,255000
2007/10/04,0,1627000,-892000,735000
2007/10/05,0,2971000,-552000,2419000
2007/10/08,0,2824000,-1068000,1756000
2007/10/09,0,1220000,-685000,535000
2007/10/10,0,0,0,0
2007/10/11,0,1610000,-1943000,-333000
2007/10/12,0,1549000,-4576000,-3027000
2007/10/15,0,549000,-254000,295000
2007/10/16,0,1845000,-929000,916000
2007/10/17,0,162000,-472000,-310000
2007/10/18,0,1155000,-269000,886000
2007/10/19,0,259000,-543000,-284000
2007/10/22,0,620000,-2489000,-1869000
2007/10/23,0,431000,-134000,297000
2007/10/24,0,374000,-124000,250000
2007/10/25,0,407000,-242000,165000
2007/10/26,0,1551000,-206000,1345000
2007/10/29,0,1112000,-425000,687000
2007/10/30,0,460000,-141000,319000
2007/10/31,0,1613000,-64000,1549000
2007/11/01,0,1344000,-654000,690000
2007/11/02,0,409000,-3407000,-2998000
2007/11/05,0,425000,-273000,152000
2007/11/06,0,456000,-1389000,-933000
2007/11/07,0,2346000,-503000,1843000
2007/11/08,0,1375000,-2078000,-703000
2007/11/09,0,1041000,-1441000,-400000
2007/11/12,0,600000,-1321000,-721000
2007/11/13,0,1635000,-2790000,-1155000
2007/11/14,0,1592000,-988000,604000
2007/11/15,0,350000,-322000,28000
2007/11/16,0,406000,-468000,-62000
2007/11/19,0,440000,-1734000,-1294000
2007/11/20,0,433000,-4396000,-3963000
2007/11/21,0,219000,-1512000,-1293000
2007/11/22,0,381000,-747000,-366000
2007/11/23,0,193000,-368000,-175000
2007/11/26,0,626000,-937000,-311000
2007/11/27,0,484000,-725000,-241000
2007/11/28,0,126000,-78000,48000
2007/11/29,0,727000,-25000,702000
2007/11/30,0,638000,-103000,535000
2007/12/03,0,61000,-517000,-456000
