Date,Open,Buy,Sell,Total
2007/01/02,0,95000,0,95000
2007/01/03,0,628000,0,628000
2007/01/04,0,354000,-599000,-245000
2007/01/05,0,19000,-2059000,-2040000
2007/01/08,0,0,-71700,-71700
2007/01/09,0,378000,-17000,361000
2007/01/10,0,45000,-345000,-300000
2007/01/11,0,1000,-1085000,-1084000
2007/01/12,0,99000,-505000,-406000
2007/01/15,0,38000,-77000,-39000
2007/01/16,0,63000,-7000,56000
2007/01/17,0,18000,-591000,-573000
2007/01/18,0,2000,-549000,-547000
2007/01/19,0,53000,-118000,-65000
2007/01/22,0,20000,-460000,-440000
2007/01/23,0,41000,-807000,-766000
2007/01/24,0,22000,-497000,-475000
2007/01/25,0,62000,-697000,-635000
2007/01/26,0,20000,-1076000,-1056000
2007/01/29,0,41000,-25000,16000
2007/01/30,0,524000,-40000,484000
2007/01/31,0,516000,-36000,480000
2007/02/01,0,295000,-58000,237000
2007/02/02,0,149000,0,149000
2007/02/05,0,0,-70000,-70000
2007/02/06,0,1000,-48000,-47000
2007/02/07,0,328000,-31000,297000
2007/02/08,0,0,-29000,-29000
2007/02/09,0,9000,-119000,-110000
2007/02/12,0,9000,-5000,4000
2007/02/13,0,80000,-1000,79000
2007/02/14,0,354000,-374582,-20582
2007/02/15,0,0,0,0
2007/02/16,0,0,0,0
2007/02/19,0,0,0,0
2007/02/20,0,0,0,0
2007/02/21,0,0,0,0
2007/02/22,0,0,0,0
2007/02/23,0,0,0,0
2007/02/26,0,64000,-148000,-84000
2007/02/27,0,48000,-129000,-81000
2007/02/28,0,0,0,0
2007/03/01,0,440000,-130000,310000
2007/03/02,0,10000,-39000,-29000
2007/03/05,0,56000,-14000,42000
2007/03/06,0,0,-183000,-183000
2007/03/07,0,848000,-422709,425291
2007/03/08,0,50000,-89000,-39000
2007/03/09,0,5000,-159000,-154000
2007/03/12,0,0,-43000,-43000
2007/03/13,0,0,-103000,-103000
2007/03/14,0,472000,-1076000,-604000
2007/03/15,0,295000,-68000,227000
2007/03/16,0,49000,-15000,34000
2007/03/19,0,391000,-25000,366000
2007/03/20,0,805000,-11000,794000
2007/03/21,0,224000,-22000,202000
2007/03/22,0,733000,0,733000
2007/03/23,0,163000,-18000,145000
2007/03/26,0,45000,-9000,36000
2007/03/27,0,299000,-3000,296000
2007/03/28,0,81000,0,81000
2007/03/29,0,526000,-85000,441000
2007/03/30,0,125000,-11000,114000
2007/04/02,0,29000,0,29000
2007/04/03,0,1000,-6000,-5000
2007/04/04,0,23000,0,23000
2007/04/05,0,0,0,0
2007/04/06,0,0,0,0
2007/04/09,0,116000,-1000,115000
2007/04/10,0,316000,-4000,312000
2007/04/11,0,183000,-516000,-333000
2007/04/12,0,92000,-7000,85000
2007/04/13,0,118000,-11000,107000
2007/04/16,0,118000,-447000,-329000
2007/04/17,0,19709,-432000,-412291
2007/04/18,0,0,-1000,-1000
2007/04/19,0,32000,-241000,-209000
2007/04/20,0,0,-313000,-313000
2007/04/23,0,30000,-14000,16000
2007/04/24,0,10000,0,10000
2007/04/25,0,5000,-60000,-55000
2007/04/26,0,14000,-1000,13000
2007/04/27,0,0,-59000,-59000
