Date,Open,Buy,Sell,Total
2007/04/23,0,310000,-82000,228000
2007/04/24,0,292000,-71000,221000
2007/04/25,0,98000,-195000,-97000
2007/04/26,0,117000,-253000,-136000
2007/04/27,0,183000,-175000,8000
2007/04/30,0,252000,-450000,-198000
2007/05/01,0,0,0,0
2007/05/02,0,384000,-422000,-38000
2007/05/03,0,232000,-304000,-72000
2007/05/04,0,362000,-848360,-486360
2007/05/07,0,142000,-109000,33000
2007/05/08,0,122000,-153000,-31000
2007/05/09,0,364000,-138000,226000
2007/05/10,0,410000,-35000,375000
2007/05/11,0,57000,-115300,-58300
2007/05/14,0,421000,-268000,153000
2007/05/15,0,242000,-163000,79000
2007/05/16,0,198000,-201000,-3000
2007/05/17,0,253000,-137000,116000
2007/05/18,0,230000,-109000,121000
2007/05/21,0,131000,-81000,50000
2007/05/22,0,223000,-113000,110000
2007/05/23,0,265000,-74000,191000
2007/05/24,0,344000,-243000,101000
2007/05/25,0,341000,-113000,228000
2007/05/28,0,147000,-138000,9000
2007/05/29,0,301000,-365000,-64000
2007/05/30,0,118000,-189000,-71000
2007/05/31,0,238000,-556000,-318000
2007/06/01,0,391000,-250000,141000
2007/06/04,0,348000,-127000,221000
2007/06/05,0,383000,-249000,134000
2007/06/06,0,283000,-335042,-52042
2007/06/07,0,225000,-202000,23000
2007/06/08,0,169000,-93000,76000
2007/06/11,0,72000,-317000,-245000
2007/06/12,0,358000,-217000,141000
2007/06/13,0,260000,-68000,192000
2007/06/14,0,568000,-448000,120000
2007/06/15,0,346000,-379000,-33000
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,282000,-565000,-283000
2007/06/21,0,379000,-232000,147000
2007/06/22,0,266000,-250000,16000
2007/06/25,0,241000,-330000,-89000
2007/06/26,0,35000,-355000,-320000
2007/06/27,0,65000,-221000,-156000
2007/06/28,0,38000,-319000,-281000
2007/06/29,0,343000,-475000,-132000
2007/07/02,0,36000,-98000,-62000
2007/07/03,0,291000,-132000,159000
2007/07/04,0,443000,-303000,140000
2007/07/05,0,331000,-475000,-144000
2007/07/06,0,230000,-455000,-225000
2007/07/09,0,263000,-197000,66000
2007/07/10,0,70000,-281000,-211000
2007/07/11,0,70000,-173468,-103468
2007/07/12,0,192000,-297000,-105000
2007/07/13,0,172000,-276064,-104064
2007/07/16,0,116000,-470473,-354473
2007/07/17,0,115000,-262000,-147000
2007/07/18,0,149000,-306000,-157000
2007/07/19,0,281000,-250060,30940
2007/07/20,0,202000,-107124,94876
2007/07/23,0,546000,-169000,377000
2007/07/24,0,861000,-455000,406000
2007/07/25,0,189000,-461000,-272000
2007/07/26,0,19000,-579000,-560000
2007/07/27,0,226000,-349000,-123000
2007/07/30,0,392000,-201000,191000
2007/07/31,0,171000,-291000,-120000
2007/08/01,0,161501,-398000,-236499
2007/08/02,0,277000,-250435,26565
2007/08/03,0,118000,-462000,-344000
2007/08/06,0,103000,-41000,62000
2007/08/07,0,68000,-488000,-420000
2007/08/08,0,144000,-204000,-60000
2007/08/09,0,334000,-119480,214520
2007/08/10,0,116000,-101000,15000
2007/08/13,0,144000,-73000,71000
2007/08/14,0,172000,-193000,-21000
2007/08/15,0,313000,-325000,-12000
2007/08/16,0,390000,-301000,89000
2007/08/17,0,456000,-301000,155000
2007/08/20,0,328000,-230000,98000
2007/08/21,0,113000,-292000,-179000
2007/08/22,0,39000,-146000,-107000
2007/08/23,0,198000,-227000,-29000
