Date,Open,Buy,Sell,Total
2007/04/23,0,0,-68000,-68000
2007/04/24,0,1000,-41000,-40000
2007/04/25,0,4000,-60000,-56000
2007/04/26,0,0,-51000,-51000
2007/04/27,0,0,-106000,-106000
2007/04/30,0,0,-11000,-11000
2007/05/01,0,0,0,0
2007/05/02,0,0,-46273,-46273
2007/05/03,0,37000,-25000,12000
2007/05/04,0,67000,-4000,63000
2007/05/07,0,0,-16000,-16000
2007/05/08,0,0,-49000,-49000
2007/05/09,0,30000,-7000,23000
2007/05/10,0,0,-7000,-7000
2007/05/11,0,10000,-80000,-70000
2007/05/14,0,0,-23000,-23000
2007/05/15,0,14000,-45000,-31000
2007/05/16,0,0,-14000,-14000
2007/05/17,0,0,-18000,-18000
2007/05/18,0,0,-80000,-80000
2007/05/21,0,49000,0,49000
2007/05/22,0,23000,-6000,17000
2007/05/23,0,1000,-19000,-18000
2007/05/24,0,2000,-20000,-18000
2007/05/25,0,8000,-13000,-5000
2007/05/28,0,0,-36000,-36000
2007/05/29,0,0,-17000,-17000
2007/05/30,0,29000,0,29000
2007/05/31,0,206000,0,206000
2007/06/01,0,13000,-25000,-12000
2007/06/04,0,1000,-35000,-34000
2007/06/05,0,0,-69000,-69000
2007/06/06,0,0,-76000,-76000
2007/06/07,0,38000,-12000,26000
2007/06/08,0,15000,-47000,-32000
2007/06/11,0,0,-33000,-33000
2007/06/12,0,10000,-36000,-26000
2007/06/13,0,42000,-12000,30000
2007/06/14,0,240000,-50000,190000
2007/06/15,0,25000,-1000,24000
2007/06/18,0,0,0,0
2007/06/19,0,0,0,0
2007/06/20,0,234000,-12000,222000
2007/06/21,0,404000,-18000,386000
2007/06/22,0,31000,-129000,-98000
2007/06/25,0,191000,-2000,189000
2007/06/26,0,100000,-89000,11000
2007/06/27,0,25000,-32000,-7000
2007/06/28,0,50000,-164000,-114000
2007/06/29,0,6000,-208000,-202000
2007/07/02,0,2000,-150000,-148000
2007/07/03,0,7000,-41000,-34000
2007/07/04,0,61000,-7000,54000
2007/07/05,0,14000,-79000,-65000
2007/07/06,0,11000,-234000,-223000
2007/07/09,0,204000,-53000,151000
2007/07/10,0,161000,-26000,135000
2007/07/11,0,69000,-60704,8296
2007/07/12,0,213000,-50000,163000
2007/07/13,0,186000,-10684,175316
2007/07/16,0,297000,-137759,159241
2007/07/17,0,397000,-37000,360000
2007/07/18,0,0,-446000,-446000
2007/07/19,0,11000,-556000,-545000
2007/07/20,0,12000,-94000,-82000
2007/07/23,0,25000,-295000,-270000
2007/07/24,0,35000,-612000,-577000
2007/07/25,0,13000,-99000,-86000
2007/07/26,0,32000,-183000,-151000
2007/07/27,0,32000,-448000,-416000
2007/07/30,0,34000,-181000,-147000
2007/07/31,0,0,-255000,-255000
2007/08/01,0,14000,-107000,-93000
2007/08/02,0,97000,-25000,72000
2007/08/03,0,31000,-215000,-184000
2007/08/06,0,0,-23000,-23000
2007/08/07,0,6000,-60000,-54000
2007/08/08,0,120000,-154000,-34000
2007/08/09,0,5000,-151000,-146000
2007/08/10,0,84000,-276000,-192000
2007/08/13,0,18000,-75000,-57000
2007/08/14,0,99000,-260000,-161000
2007/08/15,0,61000,-9000,52000
2007/08/16,0,127000,-129000,-2000
2007/08/17,0,87000,-113000,-26000
2007/08/20,0,49000,-6648,42352
2007/08/21,0,9000,-133000,-124000
2007/08/22,0,20000,-59000,-39000
2007/08/23,0,22000,-281000,-259000
2007/08/24,0,90000,-114000,-24000
2007/08/27,0,20000,-127000,-107000
2007/08/28,0,0,-11000,-11000
2007/08/29,0,59000,-6000,53000
2007/08/30,0,96000,-56000,40000
2007/08/31,0,40000,-6000,34000
2007/09/03,0,0,-700000,-700000
2007/09/04,0,8000,0,8000
2007/09/05,0,1000,-29000,-28000
2007/09/06,0,0,-15000,-15000
2007/09/07,0,3000,-27000,-24000
2007/09/10,0,12000,-12000,0
2007/09/11,0,1000,-11000,-10000
2007/09/12,0,0,-16000,-16000
2007/09/13,0,0,-21000,-21000
2007/09/14,0,15000,-4000,11000
2007/09/17,0,3000,-15000,-12000
2007/09/18,0,0,0,0
2007/09/19,0,7000,0,7000
2007/09/20,0,44000,-6000,38000
2007/09/21,0,41000,0,41000
2007/09/24,0,0,0,0
2007/09/25,0,0,0,0
2007/09/26,0,3000,0,3000
2007/09/27,0,0,-18000,-18000
2007/09/28,0,12000,-130000,-118000
2007/10/01,0,1000,-132000,-131000
2007/10/02,0,36000,-27000,9000
2007/10/03,0,155000,-30000,125000
2007/10/04,0,40000,-76000,-36000
2007/10/05,0,0,-7000,-7000
2007/10/08,0,0,-9000,-9000
2007/10/09,0,0,-71000,-71000
2007/10/10,0,0,0,0
2007/10/11,0,20000,-5000,15000
2007/10/12,0,49000,-87000,-38000
2007/10/15,0,18000,-8000,10000
2007/10/16,0,25000,-2000,23000
2007/10/17,0,15000,-8000,7000
2007/10/18,0,65000,0,65000
2007/10/19,0,0,-58000,-58000
2007/10/22,0,53000,-108000,-55000
2007/10/23,0,48000,-21000,27000
2007/10/24,0,42000,-111000,-69000
2007/10/25,0,33000,-14000,19000
2007/10/26,0,60000,-12000,48000
2007/10/29,0,31000,0,31000
2007/10/30,0,2000,-35000,-33000
2007/10/31,0,60000,-2000,58000
2007/11/01,0,119000,-23000,96000
2007/11/02,0,154000,-107000,47000
2007/11/05,0,46000,-40000,6000
2007/11/06,0,18000,-69000,-51000
2007/11/07,0,97000,-5000,92000
2007/11/08,0,63000,-86000,-23000
2007/11/09,0,74000,-89000,-15000
2007/11/12,0,38000,-24000,14000
2007/11/13,0,258000,-15000,243000
2007/11/14,0,1000,-6000,-5000
2007/11/15,0,13000,0,13000
2007/11/16,0,39000,-104000,-65000
2007/11/19,0,6000,-3000,3000
2007/11/20,0,78000,-19000,59000
2007/11/21,0,16000,-66000,-50000
2007/11/22,0,41000,-13000,28000
2007/11/23,0,20000,-14000,6000
2007/11/26,0,119000,-40000,79000
2007/11/27,0,241000,-63000,178000
2007/11/28,0,15000,-125000,-110000
2007/11/29,0,81000,-7000,74000
2007/11/30,0,5000,0,5000
2007/12/03,0,13000,-38000,-25000
2007/12/04,0,33000,-99000,-66000
2007/12/05,0,6000,0,6000
2007/12/06,0,42000,0,42000
2007/12/07,0,0,0,0
2007/12/10,0,27000,0,27000
2007/12/11,0,70000,-12000,58000
2007/12/12,0,129000,0,129000
2007/12/13,0,21000,-82000,-61000
2007/12/14,0,247000,-60000,187000
2007/12/17,0,73000,0,73000
2007/12/18,0,276000,0,276000
2007/12/19,0,55000,-169000,-114000
2007/12/20,0,0,-99000,-99000
