"106年08月16日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00632R","元大台灣50反1   ","1,210,000","1,420,000","-210,000","10,072,000","4,629,000","5,443,000","11,282,000","6,049,000","5,233,000",
="061173","台新金元大71購01","0","0","0","4,215,000","2,000","4,213,000","4,215,000","2,000","4,213,000",
"2610  ","華航            ","4,704,000","2,472,000","2,232,000","2,091,000","418,000","1,673,000","6,795,000","2,890,000","3,905,000",
"2344  ","華邦電          ","542,000","35,000","507,000","4,527,000","1,144,000","3,383,000","5,069,000","1,179,000","3,890,000",
="061438","新唐永豐6C購02  ","0","0","0","3,813,000","185,000","3,628,000","3,813,000","185,000","3,628,000",
="061256","台新金凱基6C購02","0","0","0","3,595,000","88,000","3,507,000","3,595,000","88,000","3,507,000",
"2880  ","華南金          ","896,000","187,000","709,000","1,551,000","20,767","1,530,233","2,447,000","207,767","2,239,233",
="03776P","台灣50元大6C售01","0","0","0","3,407,000","1,261,000","2,146,000","3,407,000","1,261,000","2,146,000",
="062032","貿聯統一6C購03  ","0","0","0","2,667,000","628,000","2,039,000","2,667,000","628,000","2,039,000",
="058318","微星凱基69購01  ","0","0","0","1,820,000","3,000","1,817,000","1,820,000","3,000","1,817,000",
="04608P","TPK元大72售05   ","0","0","0","2,779,000","1,007,000","1,772,000","2,779,000","1,007,000","1,772,000",
"3189  ","景碩            ","601,000","152,000","449,000","1,789,000","525,000","1,264,000","2,390,000","677,000","1,713,000",
="03942P","鴻海元大6C售09  ","0","0","0","2,195,000","506,000","1,689,000","2,195,000","506,000","1,689,000",
="061757","貿聯統一71購01  ","0","0","0","2,020,000","370,000","1,650,000","2,020,000","370,000","1,650,000",
="058452","中壽群益6A購01  ","0","0","0","1,803,000","159,000","1,644,000","1,803,000","159,000","1,644,000",
="056940","友達元大6A購01  ","0","0","0","1,935,000","350,000","1,585,000","1,935,000","350,000","1,585,000",
="058413","微星元大6A購02  ","0","0","0","1,725,000","142,000","1,583,000","1,725,000","142,000","1,583,000",
="063367","奇力新永豐71購03","0","0","0","1,644,000","105,000","1,539,000","1,644,000","105,000","1,539,000",
="053658","臺指反群益69購01","0","0","0","1,525,000","0","1,525,000","1,525,000","0","1,525,000",
="057755","中石化宏遠69購01","0","0","0","1,524,000","0","1,524,000","1,524,000","0","1,524,000",
="03488C","南亞元富75牛01  ","0","0","0","1,500,000","0","1,500,000","1,500,000","0","1,500,000",
="00643 ","群益深証中小    ","330,000","120,000","210,000","1,964,000","676,000","1,288,000","2,294,000","796,000","1,498,000",
"2890  ","永豐金          ","0","246,000","-246,000","2,130,000","479,000","1,651,000","2,130,000","725,000","1,405,000",
="063798","劍麟凱基71購01  ","0","0","0","1,961,000","619,000","1,342,000","1,961,000","619,000","1,342,000",
="062103","可成永昌6C購03  ","0","0","0","1,482,000","154,000","1,328,000","1,482,000","154,000","1,328,000",
="061231","新日興兆豐71購01","0","0","0","1,304,000","0","1,304,000","1,304,000","0","1,304,000",
="063774","宏達電統一71購02","0","0","0","1,283,000","0","1,283,000","1,283,000","0","1,283,000",
="062966","長榮凱基71購01  ","0","0","0","2,570,000","1,294,000","1,276,000","2,570,000","1,294,000","1,276,000",
="04198P","TPK元大71售05   ","0","0","0","1,303,000","40,000","1,263,000","1,303,000","40,000","1,263,000",
"3545  ","敦泰            ","460,000","67,000","393,000","1,137,000","273,000","864,000","1,597,000","340,000","1,257,000",
="04067P","聯發科國泰6C售04","0","0","0","1,247,000","0","1,247,000","1,247,000","0","1,247,000",
="03810P","台灣50合庫6C售01","0","0","0","1,295,000","60,000","1,235,000","1,295,000","60,000","1,235,000",
"2618  ","長榮航          ","819,000","411,000","408,000","1,342,000","521,000","821,000","2,161,000","932,000","1,229,000",
="03706P","聯發科統一71售04","0","0","0","1,216,000","15,000","1,201,000","1,216,000","15,000","1,201,000",
="057605","中石化兆豐6A購01","0","0","0","1,250,000","56,000","1,194,000","1,250,000","56,000","1,194,000",
="062559","彩晶玉山74購01  ","0","0","0","1,527,000","359,000","1,168,000","1,527,000","359,000","1,168,000",
="060047","貿聯凱基6B購01  ","0","0","0","2,373,000","1,219,000","1,154,000","2,373,000","1,219,000","1,154,000",
="058981","華航元大6A購01  ","0","0","0","1,461,000","335,000","1,126,000","1,461,000","335,000","1,126,000",
="063454","台新金凱基71購01","0","0","0","1,317,000","215,000","1,102,000","1,317,000","215,000","1,102,000",
="03521P","TPK凱基6B售03   ","0","0","0","2,019,000","920,000","1,099,000","2,019,000","920,000","1,099,000",
="056296","台新金中信6C購01","0","0","0","1,095,000","0","1,095,000","1,095,000","0","1,095,000",
"2313  ","華通            ","1,070,000","244,000","826,000","2,013,000","1,744,000","269,000","3,083,000","1,988,000","1,095,000",
="063694","新唐國泰71購01  ","0","0","0","1,218,000","128,000","1,090,000","1,218,000","128,000","1,090,000",
"3596  ","智易            ","144,000","158,000","-14,000","1,110,000","30,000","1,080,000","1,254,000","188,000","1,066,000",
="060588","聚陽國泰6B購01  ","0","0","0","1,489,000","424,000","1,065,000","1,489,000","424,000","1,065,000",
="08984P","為升群益6A售06  ","0","0","0","1,062,000","0","1,062,000","1,062,000","0","1,062,000",
="03515P","TPK元大6B售07   ","0","0","0","1,668,000","609,000","1,059,000","1,668,000","609,000","1,059,000",
="03892P","台積電永昌6C售05","0","0","0","2,481,000","1,422,000","1,059,000","2,481,000","1,422,000","1,059,000",
="064213","祥碩統一73購01  ","0","0","0","1,074,000","20,000","1,054,000","1,074,000","20,000","1,054,000",
="062490","力達元富72購01  ","0","0","0","1,121,000","88,000","1,033,000","1,121,000","88,000","1,033,000",
="063522","玉山金統一72購01","0","0","0","1,476,000","450,000","1,026,000","1,476,000","450,000","1,026,000",
="064129","彩晶群益74購01  ","0","0","0","1,489,000","465,000","1,024,000","1,489,000","465,000","1,024,000",
="060602","貿聯統一6C購01  ","0","0","0","1,817,000","796,000","1,021,000","1,817,000","796,000","1,021,000",
="062900","彩晶元富71購01  ","0","0","0","1,767,000","749,000","1,018,000","1,767,000","749,000","1,018,000",
="059302","台新金元大6B購01","0","0","0","1,000,000","0","1,000,000","1,000,000","0","1,000,000",
="060045","台開凱基6B購01  ","0","0","0","1,000,000","0","1,000,000","1,000,000","0","1,000,000",
="063573","建準凱基71購01  ","0","0","0","1,917,000","921,000","996,000","1,917,000","921,000","996,000",
"1909  ","榮成            ","120,000","53,000","67,000","1,443,000","520,000","923,000","1,563,000","573,000","990,000",
="04364P","TPK永豐71售02   ","0","0","0","1,221,000","233,000","988,000","1,221,000","233,000","988,000",
="062568","儒鴻統一73購01  ","0","0","0","1,165,000","181,000","984,000","1,165,000","181,000","984,000",
="04408P","台灣50元大71售02","0","0","0","1,238,000","260,000","978,000","1,238,000","260,000","978,000",
="060419","貿聯國泰6B購02  ","0","0","0","1,190,000","225,000","965,000","1,190,000","225,000","965,000",
="062468","鑽全國泰71購01  ","0","0","0","1,344,000","381,000","963,000","1,344,000","381,000","963,000",
="059429","微星群益6B購03  ","0","0","0","1,025,000","64,000","961,000","1,025,000","64,000","961,000",
"3005  ","神基            ","15,000","43,000","-28,000","1,242,000","256,000","986,000","1,257,000","299,000","958,000",
="061704","長榮元富71購01  ","0","0","0","1,382,000","427,000","955,000","1,382,000","427,000","955,000",
="063315","貿聯富邦71購01  ","0","0","0","1,137,000","187,000","950,000","1,137,000","187,000","950,000",
="03894P","台灣50群益71售02","0","0","0","1,192,000","246,000","946,000","1,192,000","246,000","946,000",
="063828","微星元大71購02  ","0","0","0","1,723,000","781,000","942,000","1,723,000","781,000","942,000",
="03466P","台灣50元大72售01","0","0","0","1,381,000","442,000","939,000","1,381,000","442,000","939,000",
="058503","劍麟元大71購02  ","0","0","0","1,079,000","140,000","939,000","1,079,000","140,000","939,000",
="058985","台新金群益6B購01","0","0","0","936,000","0","936,000","936,000","0","936,000",
"2603  ","長榮            ","2,529,000","2,661,000","-132,000","3,115,000","2,049,000","1,066,000","5,644,000","4,710,000","934,000",
="064445","劍麟元大72購02  ","0","0","0","2,134,000","1,202,000","932,000","2,134,000","1,202,000","932,000",
="061591","台新金玉山6C購01","0","0","0","946,000","19,000","927,000","946,000","19,000","927,000",
="04643P","聯發科元大72售14","0","0","0","965,000","40,000","925,000","965,000","40,000","925,000",
="063212","微星凱基71購01  ","0","0","0","1,092,000","177,000","915,000","1,092,000","177,000","915,000",
="04499P","康控凱基71售05  ","0","0","0","1,123,000","210,000","913,000","1,123,000","210,000","913,000",
="057909","GIS中信6C購01   ","0","0","0","913,000","0","913,000","913,000","0","913,000",
="08084P","TPK凱基69售02   ","0","0","0","910,000","0","910,000","910,000","0","910,000",
="03528P","TPK元富71售04   ","0","0","0","1,207,000","306,000","901,000","1,207,000","306,000","901,000",
="058636","華邦電亞東6A購01","0","0","0","900,000","0","900,000","900,000","0","900,000",
="060794","TPK日盛71購01   ","0","0","0","1,177,000","279,000","898,000","1,177,000","279,000","898,000",
="060533","貿聯凱基6B購03  ","0","0","0","2,156,000","1,274,000","882,000","2,156,000","1,274,000","882,000",
="060411","聚陽群益6B購01  ","0","0","0","1,298,000","421,000","877,000","1,298,000","421,000","877,000",
="03897P","台灣50元大6C售02","0","0","0","934,000","70,000","864,000","934,000","70,000","864,000",
="064299","晶豪科凱基72購01","0","0","0","1,946,000","1,086,000","860,000","1,946,000","1,086,000","860,000",
="058493","國碩元大71購03  ","0","0","0","1,060,000","211,000","849,000","1,060,000","211,000","849,000",
="064090","中磊國票72購01  ","0","0","0","1,505,000","663,000","842,000","1,505,000","663,000","842,000",
="060688","鎧勝日盛6B購01  ","0","0","0","896,000","55,000","841,000","896,000","55,000","841,000",
="03890P","台灣50永昌6C售01","0","0","0","840,000","0","840,000","840,000","0","840,000",
="061010","貿聯兆豐71購01  ","0","0","0","906,000","70,000","836,000","906,000","70,000","836,000",
="055201","微星日盛68購01  ","0","0","0","831,000","0","831,000","831,000","0","831,000",
="03147P","台灣50玉山6B售01","0","0","0","861,000","31,000","830,000","861,000","31,000","830,000",
="061979","上銀凱基6C購02  ","0","0","0","1,029,000","207,000","822,000","1,029,000","207,000","822,000",
="03846P","臺股指凱基6C售07","0","0","0","1,015,000","194,000","821,000","1,015,000","194,000","821,000",
="058564","中壽兆豐6A購01  ","0","0","0","860,000","40,000","820,000","860,000","40,000","820,000",
="063919","微星元大72購01  ","0","0","0","1,675,000","856,000","819,000","1,675,000","856,000","819,000",
="063836","彩晶元大71購01  ","0","0","0","1,650,000","834,000","816,000","1,650,000","834,000","816,000",
