"106年06月14日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00632R","元大台灣50反1   ","3,704,000","2,330,000","1,374,000","22,479,000","2,561,000","19,918,000","26,183,000","4,891,000","21,292,000",
="056638","景碩元大68購01  ","0","0","0","2,289,000","100,000","2,189,000","2,289,000","100,000","2,189,000",
="07536P","大立光統一68售04","0","0","0","2,163,000","0","2,163,000","2,163,000","0","2,163,000",
="0061  ","元大寶滬深      ","10,000","450,000","-440,000","2,638,610","70,000","2,568,610","2,648,610","520,000","2,128,610",
="08393P","上証2X群益69售01","0","0","0","2,060,000","0","2,060,000","2,060,000","0","2,060,000",
="058912","鴻海群益6B購02  ","0","0","0","2,011,000","10,000","2,001,000","2,011,000","10,000","2,001,000",
="058287","樺漢統一6B購02  ","0","0","0","2,911,000","934,000","1,977,000","2,911,000","934,000","1,977,000",
="08050P","大立光中信68售05","0","0","0","1,992,000","48,000","1,944,000","1,992,000","48,000","1,944,000",
"2371  ","大同            ","589,000","6,000","583,000","3,327,000","1,970,000","1,357,000","3,916,000","1,976,000","1,940,000",
="060067","GIS統一6B購02   ","0","0","0","2,879,000","982,000","1,897,000","2,879,000","982,000","1,897,000",
="059210","樺漢凱基6A購02  ","0","0","0","1,965,000","116,000","1,849,000","1,965,000","116,000","1,849,000",
="08455P","訊芯元大69售02  ","0","0","0","2,741,000","931,000","1,810,000","2,741,000","931,000","1,810,000",
="056281","T50反1元大6A購01","0","0","0","1,855,000","61,000","1,794,000","1,855,000","61,000","1,794,000",
="053636","樺漢日盛66購01  ","0","0","0","1,715,000","0","1,715,000","1,715,000","0","1,715,000",
"1310  ","台苯            ","30,000","114,000","-84,000","1,781,000","4,000","1,777,000","1,811,000","118,000","1,693,000",
="059395","上銀元大6B購02  ","0","0","0","2,237,000","565,000","1,672,000","2,237,000","565,000","1,672,000",
="059223","群創群益6A購04  ","0","0","0","2,382,000","766,000","1,616,000","2,382,000","766,000","1,616,000",
